name,Dimension_G,Dimension_S,Dimension_I,Dimension_C,Dimension_E,Dimension_R,weighted_mean,iso,country-code
Oman,-0.3208543515064953,0.2691935936199925,-0.41631416502510254,1.130647629326343,0.067028138011486,0.08267586239711766,0.13539611780389024,OMN,512
Liberia,-0.13745000302973814,0.3132085387181809,-0.26346162466331224,1.058869571860102,-0.35155596048797977,0.1617667671408649,0.13022954825635294,LBR,430
Uzbekistan,-0.5245495303166526,0.417042416018625,-0.5971999119242015,1.2949786874410116,0.025256718829094527,0.14689230743855886,0.12707011458107265,UZB,860
Trinidad and Tobago,0.12174501874781551,0.4989076727118624,-0.4592793240235987,0.4228643166814471,-0.048856474080728574,0.20488244957621715,0.12337727660216914,TTO,780
Egypt,-0.4882228869255729,0.23288436714376415,0.05144085242572394,1.0955011523219795,-0.09064456231730977,-0.07213277347136926,0.12147102486286927,EGY,818
Colombia,0.07251132090467372,0.018863045141285673,0.3333128619055812,0.28087722399784276,-0.06562072738870506,0.08460995415009798,0.12075894645179604,COL,170
Paraguay,-0.3029671574467906,0.29837293008267296,0.014391430574537178,0.6599752253388717,-0.05302769244658212,0.09856902643073195,0.11921896042224017,PRY,600
Bosnia and Herzegovina,-0.17653653155971383,0.20493614609845245,-0.5620338219970721,1.0033189004467808,-0.0027157634843230083,0.22580010963407848,0.11546150652303382,BIH,70
Gabon,-0.42484938832975905,0.0987531926760088,-0.060549910405517826,1.0893667366593105,-0.17426407356810214,0.1551375357528415,0.11393234879746363,GAB,266
Rwanda,-0.23183434624925414,0.07574980649410334,-0.4961928622307906,1.2605118091588519,-0.12215321799662182,0.19459249550723,0.11344561411391978,RWA,646
"Tanzania, United Republic of",0.23362442328921262,0.28837734441693974,-0.4512197163462375,0.7165266491967024,-0.22834715172207642,0.03137684423522058,0.09838973217829357,TZA,834
Azerbaijan,-0.643613418850245,0.5473308518279125,-0.6225055014275336,1.1134063845456068,0.04812364499653199,0.136006333918546,0.09645804916846978,AZE,31
Mexico,-0.13314409107398684,0.2325341066606812,0.11055691161814107,0.2185387862749637,-0.04561289648423916,0.19358685873569248,0.0960766126218754,MEX,484
Guyana,0.19023460462582253,0.32899712870626363,-0.6542264350382914,0.7901583287446948,-0.12552413630312564,0.003171415362105079,0.08880181768291151,GUY,328
Cambodia,-0.5523034874515577,0.5743314719111579,-0.5829421364093254,1.0894722656307514,-0.22610055269998452,0.22510505602720376,0.08792710283470757,KHM,116
Solomon Islands,-0.0874274624321622,0.21823962884131842,-0.9011044770688554,1.3570633657311693,-0.23180076086727086,0.1466259880617945,0.08359938037766561,SLB,90
South Africa,0.570246927151653,-0.61962208366124,0.08777891248521974,0.18309067418855707,-0.055559572390929124,0.19374484836644212,0.059946617689950465,ZAF,710
Brazil,-0.14929088156100667,-0.006518610858535112,0.029441600080867936,0.35131086224238683,-0.043417754069377534,0.16218079062639912,0.05728433441012243,BRA,76
Lao People's Democratic Republic,-0.8908505289061533,0.21549987162486062,-0.13845212119720063,1.5,-0.14988221406595603,-0.2032490990375017,0.05551098473634148,LAO,418
Jamaica,0.5438106720939083,0.5053071442637054,-0.6897580791573708,-0.2132177056066933,-0.043432941897501354,0.22720903518903557,0.054986354147513995,JAM,388
Zambia,-0.044744850603778974,-0.05522930540589588,-0.7117791146555665,1.1941819015993722,-0.18305223713490648,0.10907363783579338,0.05140833860583629,ZMB,894
Nicaragua,-0.7356818837257005,0.24448616912142507,-0.06505228329237023,0.8501790175243906,-0.1977512444737436,0.20593853863821154,0.05035305229870215,NIC,558
India,-0.27495923609494305,-0.08027251351876297,-0.058234117725848966,0.9619667525142105,-0.1336348194041984,-0.12256929877784284,0.048716127832102385,IND,356
Bangladesh,-0.871925138623556,0.23453562689003538,0.07487857908988804,1.295962615539021,-0.28056367003755256,-0.16166183225193165,0.048537696767650684,BGD,50
Mauritania,-0.6863473419407833,-0.00571849990535811,-0.03289596118271443,1.134909265372708,-0.2291662063267721,0.10872636761162124,0.04825127060478355,MRT,478
Tajikistan,-1.1950542388210115,0.3012904032748973,-0.1511346479462261,1.2171273056653855,-0.06985992138166397,0.18120139217242537,0.04726171549396777,TJK,762
Mozambique,-0.14149578538137347,0.02161612598597773,-0.6584074879789877,1.068788587228362,-0.25966347756524166,0.17666764167011928,0.034584267326476015,MOZ,508
Uganda,-0.3920918426566683,0.24143049427315622,-0.40347960270824457,1.0253909932248884,-0.3301142584103386,0.017904189073389976,0.026506662132697183,UGA,800
Honduras,0.10177021740976278,0.05199449783451349,0.10467675400982879,-0.09829368337050337,-0.22233185810199074,0.20992855994136794,0.024624081287163146,HND,340
Equatorial Guinea,-1.1147969752737363,-0.07101984780578219,,1.34491174479384,-0.19474356209898847,0.09609644355333224,0.012089560633733032,GNQ,226
Turkmenistan,-1.4377036195361845,,,1.2889116886353802,-0.14043094462576566,0.335305384748524,0.011520627305488501,TKM,795
Angola,-0.3650731212337875,-0.39651009797979897,-0.2310370984978014,1.168485214342362,-0.2720387642336576,0.13667040686062537,0.006749423209656991,AGO,24
Djibouti,-0.699849787600175,-0.19871820952250296,-0.2793057174721396,1.3704556927101486,-0.17485054921875065,0.012912341773268943,0.005107295111641559,DJI,262
Pakistan,-0.4264328101458244,0.10191312683485898,-0.08232192189522503,0.6284161083300629,-0.23645382470268694,0.006695099961404272,-0.0013640369362350375,PAK,586
Burundi,-0.48227019034762847,0.21705429697557133,-0.7043116103917482,1.0517990081347308,-0.32244004413748417,0.178401727931783,-0.010294468639129287,BDI,108
Guatemala,-0.7169309785016442,0.1277465094335115,0.1349875792889741,0.44086259164774055,-0.14659180271720307,0.08624542910167499,-0.012280111957824358,GTM,320
Madagascar,-0.4734744324647913,0.2796081306274385,-0.6322756307103887,0.8371503614607227,-0.3260019493936982,0.2121325357041276,-0.01714349746276489,MDG,450
Guinea-Bissau,-0.5625332447322761,0.05232883370992503,-0.23280933378782875,0.8163026709038301,-0.3851970324619714,0.19566610030124687,-0.019373667677845697,GNB,624
Papua New Guinea,-0.5452808989490326,0.3043631572881098,-0.8066174225452767,1.0188003596939637,-0.2943849522330324,0.14252872302469788,-0.030098505620095084,PNG,598
Algeria,-0.7107365210139324,-0.053822743597776945,-0.6926159847648385,1.2473202957216778,-0.06518194721443582,0.05456041524618516,-0.036746080937186766,DZA,12
Zimbabwe,-0.7397258489105556,-0.3629456785054932,-0.26609648088168025,1.1763911538447105,-0.3204698544888803,0.1976034626097588,-0.05254054105535666,ZWE,716
Ukraine,0.024443259696494968,0.7623297510936233,0.11459763818083268,-1.5,0.04707733360828048,0.20591699604909364,-0.05760583689527915,UKR,804
Cameroon,-0.9060468523420997,-0.08884712003917339,-0.15493418860565655,0.9518510448888688,-0.2280597218004181,-0.001799261881410219,-0.07130601662998153,CMR,120
Burkina Faso,0.039870061860409534,0.13502204547165553,-0.392867127669534,-0.0013643975185763657,-0.2784141873183955,0.062390455822914026,-0.07256052489192114,BFA,854
Niger,-0.04383915614722528,0.14332129682731387,-0.5603893048101608,0.5438345135932671,-0.3227143728463393,-0.1989816311872627,-0.07312810909506785,NER,562
Nigeria,-0.3277073952356694,0.2019126118054675,-0.19717063414466607,-0.03760331908165837,-0.25949766191742885,0.14708367196121608,-0.07883045443545651,NGA,566
Iran (Islamic Republic of),-0.8538751137267727,-0.3645587836676756,0.06266627371145761,0.9618333017812176,-0.019269036665169437,-0.3053935806865503,-0.08643282320891545,IRN,364
Guinea,-0.9532400620213188,0.38927661139624403,-0.32097745197104854,0.41311586589958693,-0.2681438979081593,0.13878894789882856,-0.10019666445097786,GIN,324
Mali,-0.366590620042767,0.16404221591282098,-0.4393652513176459,0.250314347104717,-0.34062527069282655,-0.0010332429905911544,-0.1222096370043821,MLI,466
Lebanon,-0.7000108498330788,-0.6743783397435112,,0.6458076817909052,-0.141635175364206,0.11944388130719252,-0.15015456036853966,LBN,422
Eswatini,-0.8831356368811418,-0.6613028896404531,-0.4759189202952483,0.866322524164565,-0.18681901190714834,0.20902335015573792,-0.18863843073394815,SWZ,748
"Palestine, State of",,-0.44355647742159554,0.3114786987289,-0.8325249365515979,,0.1888557466219104,-0.19393674215559575,PSE,275
Ethiopia,-0.44709949556226913,0.26882426593867703,-0.3741929326787553,-0.04012244453306768,-0.2807236696250288,-0.29051818642393135,-0.19397207714739587,ETH,231
Venezuela (Bolivarian Republic of),-1.5,0.020213540674341113,,0.5043031780908572,-0.22396682978372273,0.12074448196681342,-0.2157411258103422,VEN,862
Afghanistan,-1.1015070061956829,-0.4437002842934946,-0.7240433401352475,1.0974093811135563,-0.3783793580824167,0.18148180467912234,-0.22812313381902719,AFG,4
Haiti,-1.2973019941491635,-0.2055885495726163,-0.3860073360341756,0.5665928589354795,-0.321564152074188,0.22680129183375985,-0.23617798017681735,HTI,332
Iraq,-0.9471732815227407,-0.28843258835512386,-0.8753382918369947,0.7046656472101622,-0.1661437173864867,0.0657156712103234,-0.2511177601134767,IRQ,368
Congo,-0.9293346658034674,-0.3410597256615536,-0.7456253086200615,0.7154358854276586,-0.33334035749550095,0.08221543761637051,-0.25861812242275906,COG,178
Chad,-1.251866002630227,0.13428058308114355,-0.5222722511975679,0.8591003875204007,-0.5,-0.32415499385190605,-0.26748537951302614,TCD,148
Eritrea,-1.385505867404143,,,0.7727212367240018,-0.42064586031342294,-0.08065055231150692,-0.27852026082626774,ERI,232
Syrian Arab Republic,-1.1981399167751587,-0.6071226221417163,,0.19164237243882387,-0.26475793869850905,0.2784564321716051,-0.319984334600991,SYR,760
"Congo, Democratic Republic of the",-0.9112092760191917,-0.07022472648504108,-0.9208108189256059,0.4399440280530582,-0.38653765162441217,-0.15967051045533637,-0.33475149257608816,COD,180
Yemen,-1.0582278485307446,-0.8409477617141603,-0.08211495738196772,-0.20664898335590398,-0.3325976174788825,0.3477206741794596,-0.3621360823803666,YEM,887
Central African Republic,-0.6633727562657152,-0.040973921501676,-1.0,-0.06858983375649141,-0.4853243195250033,-0.07626149993893339,-0.3890870551646366,CAF,140
Myanmar,-1.1898718668419228,0.3947121827035125,-0.07812914678185057,-1.3979355951884882,-0.2766785577488834,0.14812531177562094,-0.39996294534700194,MMR,104
Libya,-1.0497534207606016,-0.31653300732580747,,-0.6363379971252892,-0.1664659959232626,-0.20612974352163888,-0.4750440329313199,LBY,434
Sudan,-0.8618608513873264,-0.8408819188482095,-0.2827987879916939,-0.6701537203854104,-0.37737913363811093,-0.027944680514526254,-0.5101698487942129,SDN,729
Somalia,-1.1482550495066963,-1.0,,-0.39685743166441845,-0.35851729226838125,0.10733080911238901,-0.5592597928654215,SOM,706
South Sudan,-1.2232344056541264,-0.18648745290657032,-0.8934084197299195,-0.5176889547381542,,-0.1780279324778048,-0.5997694331013151,SSD,728
