name,ind_I1,ind_I2,ind_I3,ind_I4,ind_I5,weighted_mean,iso_a3
Papua New Guinea,-1.464378299241493,,-0.5317292057873828,-0.7329910141206673,-0.9906035513079136,-0.9299255176143643,PNG
Iraq,-1.4292007989968374,,-0.6050634755576025,,-0.9280662567359665,-0.9874435104301355,IRQ
S. Sudan,,-1.06,-0.949313704885719,,-0.9983898330489979,-1.002567845978239,SSD
Solomon Is.,-1.4757331517014145,,-0.5634312975164997,,-0.9878634268091335,-1.009009292009016,SLB
Dem. Rep. Congo,-1.4950794761472364,,-0.7455722286299995,-0.8613607188703465,-1.0,-1.0255031059118955,COD
Central African Rep.,-1.497904852122905,-0.8760000000000001,-1.0,,-0.9932266129494174,-1.0917828662680806,CAF
Bahamas,-1.110986703806424,,,,-0.5975254658675142,,BHS
Belize,-1.4161458394744195,,,,-0.9328149337143317,,BLZ
Cuba,,,,,-0.5625391509750979,,CUB
Eritrea,,,,,-0.9949054514369775,,ERI
Eq. Guinea,-1.413676440180221,,,,-0.9056996639940024,,GNQ
Greenland,,,,,,,GRL
Lebanon,,,-0.23916268338576874,,-0.8258844270418775,,LBN
Libya,-1.4194889499049408,,,,,,LBY
New Caledonia,-1.0575349833741137,,,,,,NCL
Puerto Rico,-1.0642250184980442,,,,,,PRI
North Korea,,,,,,,PRK
Saudi Arabia,-1.1235852554855665,,-0.030598810806319543,,,,SAU
Somalia,-1.4958469611016096,,,,,,SOM
Suriname,-1.4301779782587394,,,,-0.819776871321845,,SUR
Syria,,,,,,,SYR
Turkmenistan,-1.3935983605006983,,,,-0.8519921948008422,,TKM
Venezuela,,,,,-0.9064137293856402,,VEN
