name,ind_S1,ind_S2,ind_S3,ind_S4,ind_S5,ind_S6,ind_S7,weighted_mean,iso_a3
Russia,0.5351758793969847,0.8495523265916677,0.73967258794845,0.27118644067796627,0.9546193064037201,0.1474465078226035,0.3710857852977899,0.5526769763055974,RUS
Georgia,0.6708542713567833,0.7910484844848945,0.19519331243469173,0.6779661016949152,0.9666087736007619,0.08170232854405812,0.4545789910748689,0.5482788947415677,GEO
Italy,0.5954773869346728,0.8326114398550015,0.4468826192964124,0.9322033898305087,0.6676564513418118,0.06395824312861365,0.2914711816712968,0.5471801017226168,ITA
China,0.45226130653266294,0.9026279208409507,0.662138627655869,0.4067796610169494,0.8237436270939549,0.21271135884504044,0.35791832065519,0.5454544032343739,CHN
Jamaica,,0.8084589302623851,0.6259839777081156,0.30508474576271194,0.9878984817076587,0.2994275686042641,0.243954109002808,0.5451346355079906,JAM
Trinidad and Tobago,,0.8592893420820924,0.7435040055729711,0.3220338983050848,0.9874502773264608,0.2227664575029732,0.11823389619523816,0.54221297949747,TTO
France,0.9346733668341706,0.8661026460455215,0.49982584465343083,1.0,0.12174351504285952,-0.008325210458492327,0.3507307673112968,0.5378215613469696,FRA
Spain,0.6180904522613065,0.830483344546997,0.10902124695228144,1.0,0.6514090425233907,0.13232211158887996,0.3676843651119436,0.5298586518549713,ESP
Bulgaria,0.19597989949748695,0.7525186140284494,0.7115987460815048,0.745762711864407,0.9355706202028125,0.06717837424791095,0.278335189457276,0.5267063079114068,BGR
North Macedonia,0.7236180904522611,0.7651165553673873,0.003831417624520994,0.593220338983051,0.9768054232730125,0.21396167506033137,0.40983029317166697,0.526626256276033,MKD
Peru,0.21859296482412038,0.8311227187802273,0.7408568443051202,0.8644067796610169,0.6605972323379461,0.12259736118330078,0.22921617017411877,0.5239128673236929,PER
Dominican Rep.,0.3467336683417084,0.825755601517665,0.6256356670149774,0.6271186440677967,0.9917082189478402,0.12000592451109093,0.09871184848513459,0.5193813675551733,DOM
Bahamas,,0.8617962454976135,0.3062347614071751,0.4915254237288136,0.9996638467141016,0.28441171480582395,0.09695658618267466,0.5067647630560338,BHS
Uzbekistan,,0.796124819100695,0.6950888192267503,0.20338983050847448,0.9908118101854445,0.09667419852335857,0.2469366461511392,0.5048376872826437,UZB
Benin,0.3919597989949749,0.909629855473125,0.9062347614071752,0.5593220338983049,0.9993276934282033,-0.24390248440268136,-0.014958021025680446,0.5010876625390602,BEN
Philippines,0.1809045226130651,0.8593706075694096,0.8436084987809126,0.42372881355932224,0.9564121239285114,0.08456803584482175,0.141285951442239,0.49855407910546884,PHL
Israel,0.3391959798994971,0.8754202886636177,0.7516544757924069,0.47457627118644075,0.7313014734719032,-0.048913893493293115,0.3487985100652572,0.4960047293694042,ISR
Myanmar,0.9346733668341706,0.8255984858358036,0.8031347962382445,-0.11864406779661019,0.9157375763348087,0.20052929103289419,-0.09852915853066924,0.4946428985640917,MMR
Bolivia,0.16582914572864327,0.9051827944754707,0.7616161616161616,0.6949152542372881,0.8702448316432293,0.0873018705134102,-0.026172696409310636,0.49413105168641325,BOL
Guinea,1.0175879396984921,0.8068459122041831,0.6241030999651689,0.2881355932203391,0.9871141240405625,-0.21911625074306695,-0.059541263875781625,0.4921613077871282,GIN
Puerto Rico,,,0.59108324625566,0.5593220338983049,0.9908118101854445,0.06738043400015303,0.24979374319127723,0.491678253506168,PRI
Kenya,0.33165829145728587,0.8387321520254069,0.6158829676071056,0.47457627118644075,0.8994901675163874,-0.0679052913394197,0.29695532728553153,0.48419855510553406,KEN
Uruguay,0.1733668341708542,0.8224582480810472,0.46081504702194354,0.6949152542372881,0.9893551459465516,0.11544058985536187,0.12196053147640007,0.4826159501127781,URY
Belize,,0.8542469032836881,0.4049460118425635,0.4406779661016951,0.9975348759034119,0.16535282597314938,0.031057666930885186,0.4823027083392322,BLZ
Ecuador,-0.18090452261306578,0.8858470948410638,0.7471264367816092,0.7118644067796609,0.9704185108409434,0.14692897413666628,0.06475204896750208,0.4780047071049114,ECU
Indonesia,0.3919597989949749,0.8774904434129432,0.768025078369906,0.20338983050847448,0.6622779987674379,0.185105570048952,0.24243773742013308,0.47581235107468883,IDN
Brunei,,0.8834177602193505,0.6989202368512712,-0.27118644067796616,1.0,0.2781718884989236,0.24970756868445376,0.4731718355960055,BRN
Guyana,,0.8560663999941283,0.15214211076280038,0.6440677966101696,0.9947335985209256,0.10951540142048655,0.03132023690645802,0.4646409240358281,GUY
Liberia,0.5879396984924622,0.6598981662047587,0.7983281086729362,0.4915254237288136,0.9964143649504174,-0.1795907770601084,-0.15248608956124,0.45743269934686287,LBR
Montenegro,0.4748743718592964,0.7782077384227005,-0.053430860327412066,0.593220338983051,0.9848731021345734,0.11633561689409799,0.30598386783258535,0.4571520251141275,MNE
Papua New Guinea,,0.8657555635742333,0.8154649947753396,-0.08474576271186451,0.9927166788055354,0.03568658417600257,0.09548817258640563,0.4533943718676086,PNG
Saudi Arabia,,0.89700095755388,0.6196447230929989,0.22033898305084731,,0.2659044341158463,0.261815161827481,0.4529408519282107,SAU
Tajikistan,0.6859296482412058,,0.5213514454893764,0.42372881355932224,0.9997758978094011,-0.036715860452873894,0.1178791569645411,0.4519915169351622,TJK
Paraguay,-0.15075376884422143,0.8150247061360973,0.5388366422849181,0.847457627118644,0.9164098829066054,0.10293757490039057,0.08470421986818444,0.4506595549100884,PRY
Tanzania,0.19597989949748695,0.875907375419744,0.827725531173807,0.4915254237288136,0.9986553868564065,-0.28302456884400407,0.015903692570123917,0.44609610577176834,TZA
Qatar,,0.8686557783883153,1.0,-0.9152542372881356,0.9982071824752087,0.49531317671148034,0.2287538252114235,0.44594595424971534,QAT
Togo,0.04522613065326586,0.8352390479347713,0.7411354928596308,0.5084745762711864,0.9998879489047006,-0.1523685365706401,0.13319169241785733,0.4443980503529675,TGO
Senegal,0.36180904522613055,0.8157976174184887,0.7992337164750958,0.254237288135593,0.988234634993557,-0.20841164119235212,0.08801616843564186,0.442702404213165,SEN
Madagascar,,0.8330690141794266,0.8767676767676768,0.1694915254237288,0.9862177152781668,-0.12796313082876565,-0.08502748667030247,0.44209255235832173,MDG
Malaysia,0.14321608040200984,0.8868305083417133,0.7562521769418321,-0.35593220338983056,0.9858815619922685,0.23218310886052018,0.42070027052800396,0.43844735766807397,MYS
Vanuatu,0.8140703517587938,0.8449678538219648,0.6454893765238592,-0.2033898305084746,1.0,-0.1536610950514874,0.11464648894336116,0.43744616364114525,VUT
Oman,,0.8932035331251894,0.9024033437826542,-0.6610169491525425,0.9993276934282033,0.2415877160512364,0.24852165760185796,0.43733783247276653,OMN
Ethiopia,0.6105527638190953,0.5438016844814428,0.7711598746081505,0.3728813559322033,0.9835284889909799,-0.14042111131504464,-0.08131853589662785,0.4371692172314571,ETH
Malawi,0.3467336683417084,0.689236565344977,0.6528039010797632,0.4576271186440679,0.9910359123760435,-0.23225070592063135,0.11292584631233804,0.4311589008826095,MWI
Nepal,,0.8388005391961173,0.2481365377917102,0.47457627118644075,0.7696229480643173,0.1072619265849607,0.14663881206868712,0.4308395058153722,NPL
Sierra Leone,0.5577889447236175,0.6189209795562105,0.7813305468477882,0.254237288135593,0.9985433357611071,-0.11720328112131517,-0.08907903730936517,0.4292198252276623,SLE
Nicaragua,-0.2336683417085429,0.8071339120566241,0.6614420062695925,0.6271186440677967,0.9996638467141016,0.10595785378583611,0.014756297745360136,0.42605774556153836,NIC
Uganda,0.03015075376884402,0.8439160118495508,0.8043887147335423,0.4915254237288136,0.9876743795170598,-0.28362535585252346,0.09860888868306916,0.4246626880611937,UGA
Morocco,0.27135678391959783,0.8499729944253638,0.31299198885405777,0.3389830508474576,0.7618914224886548,0.12571847700910643,0.2994259129289786,0.42290580435331665,MAR
Bangladesh,0.8517587939698491,0.8382815457281751,0.7115290839428771,-0.3728813559322034,0.8607204885427755,0.18638776993629502,-0.125192300285335,0.42151486084320483,BGD
Costa Rica,-0.30904522613065344,0.8317852682995797,0.22048066875653083,0.7796610169491527,0.975684912320018,0.21155911076134704,0.23733485779782615,0.421065801250543,CRI
Egypt,0.8442211055276382,0.7685911908864571,0.5634273772204806,-0.3389830508474577,0.980615160513194,0.027769559713002212,0.09968554547788411,0.42076098407017126,EGY
Mexico,-0.1733668341708542,0.8360406252844129,0.7819575060954371,0.6949152542372881,0.35537004874222644,0.16523808652717498,0.2840528305178248,0.42060107389050144,MEX
Chile,-0.13567839195979892,0.7939074949868501,0.43434343434343436,0.4576271186440679,0.9024034959941734,0.20320787911845684,0.2874199307696491,0.4204615659852618,CHL
Kuwait,,0.8800629387396229,0.8559386973180076,-0.7627118644067796,0.9991035912376044,0.3353607405907074,0.2098553811933056,0.4196015807787447,KWT
Solomon Is.,,0.8627774773859942,0.896969696969697,-0.16949152542372892,0.9998879489047006,-0.13357940873620733,0.027885695736250216,0.4140749808061177,SLB
Burundi,0.3391959798994971,0.71344317645977,0.945942180424939,0.35593220338983045,0.9991035912376044,-0.3595446272311076,-0.09933575191453525,0.4135338217522854,BDI
Laos,0.3241206030150753,0.6667257875615671,0.7430163706025774,0.6779661016949152,,0.10374554703866057,-0.0386294836408565,0.41282415437865655,LAO
United States of America,0.24874371859296474,0.8348430094002053,0.7547892720306514,0.7627118644067798,-0.29340579304162695,0.1040096477702519,0.45851679136492474,0.4100297872177359,USA
Bosnia and Herz.,,,0.12713340299547193,0.593220338983051,0.9855454087063701,0.1536593209340512,0.18044814340397097,0.408001323004583,BIH
Nigeria,0.603015075376884,0.7129225357746328,0.7422500870776733,0.08474576271186418,0.916297831811306,-0.26494573557417866,0.05206101694610432,0.4066209391606123,NGA
Mali,0.5351758793969847,0.8166446770040322,0.7902473005921282,0.016949152542372836,0.992380525519637,-0.419223204471622,-0.006854919747555255,0.38933134440513967,MLI
Gambia,0.3241206030150753,0.7953774461482338,0.711947056774643,0.1694915254237288,1.0,-0.24336419909160956,-0.04658376529241559,0.3872840952825222,GMB
Tunisia,0.7763819095477386,0.8314290274628219,-0.22807384186694524,0.03389830508474567,0.9230208975292733,0.13779811475181003,0.2286238890420048,0.3861540430787784,TUN
Niger,0.4371859296482411,0.8773020818380413,0.9692789968652038,-0.16949152542372892,0.9945094963303266,-0.5,0.05031399742255793,0.3798712823829488,NER
Ghana,-0.030150753768844685,0.5734148495267017,0.7639846743295019,0.3220338983050848,0.9919323211384391,-0.061465413961612314,0.09828472266870603,0.37971918546256805,GHA
Burkina Faso,0.007537688442210588,0.764155098750259,0.6562173458725182,0.5254237288135593,0.9838646422768783,-0.27461989237761886,-0.03000259122995297,0.37608228864969334,BFA
Chad,0.4221105527638189,0.859743092924821,0.9324277255311738,0.08474576271186418,0.9947335985209256,-0.41677396296415803,-0.24678033308919722,0.375743776628464,TCD
Guatemala,-0.3919597989949749,0.8474086838955512,0.7965865552072449,0.2881355932203391,0.8918706930360244,0.03950108200794178,0.13778187119174234,0.3727606685091241,GTM
Sri Lanka,0.4070351758793964,0.3658156017550095,0.5786833855799373,0.06779661016949134,0.9101350215698358,0.12435168037025202,0.12595003647054992,0.36853821597063885,LKA
Pakistan,1.0175879396984921,0.7013799426008372,0.6192964123998607,-0.11864406779661019,0.2670737856462547,-0.07312106904780702,0.11319276248042898,0.3609665294259224,PAK
Gabon,0.38442211055276365,0.8772455302155465,-0.42668059909439204,0.8644067796610169,0.993613087567931,-0.05079455885820516,-0.12554524109154175,0.3595238727075884,GAB
Suriname,,0.3351800169902064,0.43601532567049806,0.2881355932203391,0.9971987226175136,0.14382519856276166,-0.08898971555968394,0.3518941902502724,SUR
Rwanda,-0.04522613065326653,0.7259413667288299,-0.04144897248345525,0.5593220338983049,1.0,-0.10134353111972227,0.3459075426972201,0.349021758438273,RWA
Panama,-0.5879396984924622,0.8926903943817294,0.43768721699756186,0.4406779661016951,0.923917306291669,0.10917319666791925,0.1972022659549102,0.3447726639861462,PAN
Guinea-Bissau,0.6256281407035175,0.8192039407248028,0.7833507488679903,-0.559322033898305,0.9983192335705081,-0.14647668988730456,-0.1524003646605392,0.3383289964886672,GNB
Honduras,-0.384422110552764,0.822623973894421,0.5215604319052595,0.3220338983050848,0.9190991091937923,0.12338989441236525,0.042949299266377694,0.3381763566320766,HND
Argentina,0.08291457286432113,,0.5350052246603971,0.4406779661016951,0.7520309261023027,0.10725684232467003,0.08331793432363566,0.333533911062837,ARG
Mozambique,-0.5577889447236185,0.8092477988949789,0.7450365726227794,0.5254237288135593,0.9921564233290381,-0.26780490205734075,0.023879855052980847,0.3243072188474825,MOZ
Venezuela,,,0.6175548589341693,0.593220338983051,0.6819989915401423,0.07274265385703282,-0.3471824757920824,0.3236668735044626,VEN
Colombia,-0.633165829145729,0.8103964732390034,0.27412051549982575,0.5762711864406782,0.7559527144377837,0.22813293226133513,0.24964417422117358,0.32305030956486724,COL
Mauritania,0.7914572864321604,0.8177263373300449,0.2573319400905607,-0.4067796610169493,0.9757969634153174,-0.21768120635521504,-0.0350578126032689,0.3118276924703786,MRT
Brazil,-0.7386934673366833,0.820482606046236,0.3660745384883315,0.593220338983051,0.8211664519020674,0.23284662617776775,0.08513973833223398,0.3114624046561435,BRA
Turkey,0.09045226130653272,0.11186791732252765,0.28247997213514453,0.5254237288135593,0.6084934730236988,0.19009663833345247,0.35052679600036385,0.30847725527646846,TUR
Central African Rep.,0.007537688442210588,0.8620462722829916,0.5673284569836294,0.3728813559322033,0.9979830802846098,-0.47034337107113267,-0.267309798251242,0.29573195494332427,CAF
Lesotho,-0.13567839195979892,0.8318186704686521,-0.15743643329850232,0.4067796610169494,0.9995517956188021,0.013005975529368552,0.09033014127973182,0.2926244883793147,LSO
Algeria,,0.8206466438605389,0.1389063044235458,-0.15254237288135586,0.9564121239285114,0.047777470809223566,-0.07200494506787336,0.28986587084543175,DZA
Zambia,-0.9648241206030156,0.8012227179214673,0.7043538836642285,0.4915254237288136,0.9984312846658077,-0.20898099801158776,0.2028377789637389,0.2892237100470646,ZMB
Dem. Rep. Congo,,,0.6826889585510275,0.42372881355932224,0.9771415765589109,-0.41401127772428636,-0.25766005191152297,0.2823776038066903,COD
Eq. Guinea,,0.8710005441787707,0.4110762800417973,-0.30508474576271183,0.9998879489047006,-0.0997157748470322,-0.1850766885669809,0.282014593991424,GNQ
India,0.6708542713567833,0.8495008886368305,0.6731452455590387,0.30508474576271194,-0.9999999999999998,0.1815338191779936,0.2644132857410265,0.27779032231919787,IND
Cameroon,-0.26381909547738724,0.8545753714287738,0.7458028561476837,-0.08474576271186451,0.9943974452350272,-0.21964175117207463,-0.1094397503067438,0.27387561616334494,CMR
Jordan,,0.8772690532994555,-0.32783002438174846,-0.44067796610169496,0.9616785254075859,0.07997681123192091,0.23338177089960344,0.23063302839252034,JOR
S. Sudan,-0.07537688442211088,1.0,0.14231974921630086,0.1186440677966103,0.9961902627598185,-0.2952468953771974,-0.28144241737026277,0.22929826894330835,SSD
Djibouti,0.11306532663316549,0.86658112523174,-0.8485545106234762,0.22033898305084731,0.9997758978094011,0.10846747310841565,0.10632622790804114,0.22371436044544776,DJI
Haiti,,0.5427442810284826,-0.02027168234064769,-0.05084745762711862,0.981847722561488,0.05998485603587678,-0.18999133309264415,0.22057773109423948,HTI
Iraq,,0.8686615073842274,-0.058307210031347756,-0.4067796610169493,0.9066614376155527,-0.08335151666087504,-0.13035108093554637,0.18275557939251028,IRQ
Libya,,0.874108208296395,-0.33556252176941825,-0.35593220338983056,0.9908118101854445,0.15661023578897626,-0.3104769316839983,0.16992643290459475,LBY
Congo,,0.8905996913032925,-0.41741553465691394,-0.13559322033898302,1.0,-0.17737206411164919,-0.20784579169418638,0.15872884675026003,COG
Zimbabwe,-0.542713567839196,-0.2523551698787645,0.36426332288401253,0.6440677966101696,0.9961902627598185,-0.1842889086215932,0.015994513006880262,0.1487368927030467,ZWE
Iran,0.16582914572864327,0.435887437231401,0.39498432601880884,-0.864406779661017,0.6193624292677461,0.20724705626102058,0.07709943204255909,0.14800043526988027,IRN
Namibia,-1.2060301507537692,0.8564461158414701,-0.38335074886799014,0.6271186440677967,0.9895792481371506,-0.05207412568204439,0.11912561500497487,0.13583065682108408,NAM
Angola,-0.6180904522613065,0.6352681575847221,0.00048763497039361337,0.4406779661016951,0.9887948904700543,-0.3316989827713277,-0.18154698076749876,0.13341317618953316,AGO
Palestine,0.7085427135678389,0.8827547361013742,-0.6920933472657611,-1.0,0.9095747660933385,-0.12380151636678449,0.09856287898986082,0.11193431873140956,PSE
Afghanistan,,0.8989313470045391,0.026819923371647514,-0.847457627118644,0.977925934226007,-0.24507300688853118,-0.13993458530654224,0.11186866421474605,AFG
Botswana,-0.7688442211055276,0.7936635192188815,-0.6363636363636365,0.016949152542372836,0.9989915401423048,0.0705812400873167,0.1917672772767417,0.09524926739977906,BWA
Syria,,,0.047091605712295426,-0.6271186440677966,0.8624012549722674,0.07527946978913891,-0.1713598052426173,0.03725877623265757,SYR
South Africa,-1.5,0.8456705768058334,-0.9999999999999998,0.6779661016949152,0.8712532915009245,0.12190132432347434,0.20407404593206102,0.0315521914653155,ZAF
eSwatini,-0.8668341708542716,0.8956075062697118,-0.5683037269244167,-0.4576271186440678,0.9967505182363158,-0.0032114952704830335,0.09127925980444829,0.0125229675167481,SWZ
Lebanon,,-1.0,0.19073493556252175,-0.11864406779661019,0.9146170653818141,0.03868249853409156,0.013930071560809165,0.006553417207104395,LBN
Sudan,0.6708542713567833,-0.6357690827427798,-0.21595262974573326,-0.9152542372881356,0.940612919491288,-0.20225427412149166,-0.12847937064734438,-0.0694632005282019,SDN
Yemen,0.48241206030150696,,-0.2179031696273075,-0.9830508474576272,0.7446355538125384,-0.11875039259932463,-0.3243027695587281,-0.06949326085482367,YEM
Somalia,,,-0.334796238244514,-0.44067796610169496,0.9918202700431397,-0.4268860427032395,-0.5,-0.14210799540126176,SOM
Cuba,,,0.9216997561825148,,0.9957420583786206,0.1986852289508414,,,CUB
Eritrea,,,0.5928944618599791,0.1694915254237288,,-0.1565675363655733,-0.4766171845155052,,ERI
Greenland,,,,,0.9995517956188021,0.2150878114309216,,,GRL
New Caledonia,,,0.2404737025426681,,0.9930528320914337,0.15462872354598145,,,NCL
North Korea,,,0.7950539881574364,,,0.22151723242487042,,,PRK
Turkmenistan,,,0.7216300940438871,,1.0,0.07028318018908486,,,TKM
