name,ind_G1,ind_G2,ind_G3,ind_G4,ind_G5,ind_G6,ind_G7,weighted_mean,iso_a3
Laos,-0.699877375843041,-0.19983807853191204,-0.5820236289439461,-0.30188335229300434,,-0.1416127426580392,-0.4825282631038027,-0.4012939068956242,LAO
Cameroon,-1.038320049049663,-0.557954392119822,-0.6581798843055302,-0.41511772878874487,-0.34811446523362,0.05328798185941064,0.10123329907502565,-0.40902360550899186,CMR
Dem. Rep. Congo,-0.3804414469650521,-0.37849143165564714,-0.8538070961405898,-0.7105353984421825,,-0.29102040816326524,0.144398766700925,-0.41164950244430204,COD
Congo,-0.6017780502759044,-0.1628660099851572,-0.7669115339878919,-0.4359160354506303,-0.5217234880638809,-0.2621300175699412,-0.19475847893114084,-0.4208690877520781,COG
Iraq,-0.2492335990190067,-0.42167048981244104,-0.6980997306404433,-0.7473481148098189,-0.9227502979900912,-0.028565225482290568,0.05806783144912653,-0.42994280375785215,IRQ
Guinea,-1.1597179644389943,-0.47672378896235335,-0.6006385598833086,-0.441963286464929,,-0.016250944822373825,0.09712230215827333,-0.43302870706894764,GIN
Libya,,-0.7193361219808394,-0.8451210670762485,-0.7717860830163734,,-0.23109243697479015,0.15673175745118195,-0.48212079031941385,LBY
Yemen,0.24371551195585528,-0.6534880582917286,-0.9172492320958544,-0.7940329645269867,,-0.5,-0.2975334018499486,-0.4864313574681105,YEM
Afghanistan,0.17749846719803808,-1.0,-0.6844058750801267,-0.7039437173661026,-0.4312918779026801,,-0.4085303186022611,-0.508445553625522,AFG
Eq. Guinea,,-0.5676696802051006,-0.8806907605973455,-0.5851346331343663,-0.6871907263519498,0.00612244897959191,-0.3766700924974306,-0.5152055739677668,GNQ
Somalia,-0.23635806253831992,-0.4049386047766834,-0.9702709325000461,-1.0,-1.0,-0.17823625800685222,0.064234326824255,-0.5322242187139495,SOM
Myanmar,-0.36879215205395466,-0.536634732154905,-0.6693050782043565,-0.6427510476726462,-0.654261585933122,,-0.4486125385405961,-0.55339285575993,MMR
Tajikistan,-1.0916615573267934,-0.635406827688571,-0.8019952085054277,-0.5142522989660111,-0.40557924227089603,-0.05944282474894691,-0.38386433710174717,-0.5560288995154848,TJK
Syria,-0.07939914163090128,-0.6146269059506141,-0.9625426088930183,-0.8975729028161161,,-0.31714285714285717,-0.47430626927029806,-0.5575984476173008,SYR
S. Sudan,-0.6508277130594726,-0.4899473755228714,-1.0,-0.8909804354783389,,0.028385899814471927,-0.4188078108941418,-0.5703629058567254,SSD
Chad,-1.062844880441447,-0.9044663338280935,-0.8273236793346147,-0.569245519845765,,-0.07733347145965053,-0.06834532374100721,-0.5849265347750964,TCD
Haiti,-1.1529736358062537,-0.6988260693563623,-0.813682003213459,-0.5715213543200405,,,0.1968139773895169,-0.6080378170613197,HTI
Eritrea,-0.9193746167995095,-0.3995412225070841,-0.7305844547877065,-0.7571535843999829,,,-0.4578622816032888,-0.6529032320195143,ERI
Turkmenistan,-1.5,-0.5968155444609365,-0.8032258482609052,-0.6256414877497734,,-0.07776213933849468,-0.47327852004111,-0.6794539233085367,TKM
Venezuela,-0.7881667688534639,-0.6710295506679261,-0.9039011492997369,-0.9577685365195923,,,-0.23484069886947584,-0.7111413408420391,VEN
Palestine,-0.05058246474555478,,-0.45846042157347733,-0.18312032053193505,0.23380972243693487,,,,PSE
